description,title,image,brand,price,asin
"['Starbucks Decaf Pike Place Roast invigorates your tastebuds with a smooth finish and subtle flavors of cocoa and toasted nuts, without the caffeine of our regular Pike Place. Made with high quality Arabica beans that enhance a nutty finish and soft acidity.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Starbucks Decaf Pike Place Roast, K-Cup for Keurig Brewers, 96 Count","['https://images-na.ssl-images-amazon.com/images/I/51tcSrFiZEL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EFkSvaq7L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SKGi0OX5L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rrgtc5x2L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5146S%2BRMXmL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LelAulTCL._SS40_.jpg']",Starbucks,63.79,B009GDC3I4
"['There are good nuts and there are great nuts, but you have found the ultimate nut - the American black walnut. Not only tasty, they are good for you too.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Hammons American Black Walnuts,24 Ounce","['https://images-na.ssl-images-amazon.com/images/I/51GiK1oW0%2BL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31RBxtYby8L._SS40_.jpg']",Hammons,19.46,B009GGTM30
"['Pitted snack olives with a hint of garlic that is packed loose without the juice in small snacking size', ""'OLIVES, OLIVE OIL, SEA SALT, LACTIC ACID, GARLIC AND THYME.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Mario Camacho Foods Pitted Snack Olives, Seasoned Green Garlic Olives, 1.05 Ounce (Pack of 12)","['https://images-na.ssl-images-amazon.com/images/I/61Rqg5kztoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31r9I4YmbGL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EfO1RKuCL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31hIL9TzRLL._SS40_.jpg']",Mario Camacho,11.22,B009GX9TSG
"['At Palmetto Farms, stone ground grits are made from premium non-GMO corn selected specifically for its flavor profile. The grain is slowly ground in a traditional stone mill so that it retains all of the natural oils found in the germ (heart of the corn). When Palmetto Farms stone ground grits are cooked they are smooth, creamy, delicious, and full of that rich natural flavor. There is no chemical processing, nothing added, and nothing taken away. Real stone ground grits are speckled and will always contain small specks of corn bran and tip cap. 79 Years ago James Graham started milling corn for his family and local customers. Today, the tradition has been passed on through James grandson David and his 2 sons. Palmetto Farms offers the same quality products that have been produced here since the beginning. Our Grits naturally contain no gluten and are produced in a facility that has no gluten contamination. Try a bag of our grits today, we promise you wont be disappointed. What can we say? We just have a passion for the old fashioned!', '100% Pure Natural Corn\nNo Chemicals No Preservatives, No Additives.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","PALMETTO FARMS Stone Ground White Grits, 32 OZ","['https://images-na.ssl-images-amazon.com/images/I/41XK7HkVzlL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31b-m7RTdRL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hNXgrxrzL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21y-kzbusDL._SS40_.jpg']",Palmetto Farms,11.55,B009HHNUUE
"['Everyone loves a classic. Smooth, delicious, and flavorful-Our Original Blend Coffee sets the standard for all other coffees to live up to.', ""We know you're busy so we've made storage easy for you. just fold and seal the top of the bag, letting out as much air as possible. keep the unused coffee stored at room temperature in a cool, dry place away from direct sunlight. this bag makes up to 40 cups (6 fl oz) of that great dunkin' donuts taste. 1. start with a clean coffeemaker and use fresh, cold water for the best flavor. 2. measure one heaping tablespoon* of ground coffee per 6 oz. of"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Dunkin' Donuts Original Blend Ground Coffee, Medium Roast, 12 Ounce","['https://images-na.ssl-images-amazon.com/images/I/419uRnyIpbL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zQciI8oJL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VsYAemvkL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jpsg9klWL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51a3Fn0h0TL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qasJ%2BztcL._SS40_.jpg']",Dunkin' Donuts,6.87,B009HSNDI2
[],Blue Lotus Chai - Rooibos Flavor Masala Chai - Makes 100 Cups - 2 Ounce Masala Spiced Chai Powder with Organic Spices - Instant Indian Tea No Steeping - No Gluten,"['https://images-na.ssl-images-amazon.com/images/I/41Mh1C4LYuL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51NIxvQ%2B66L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qAI02wgQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51r-wUN3gqL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61CC-QCW-dL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51a8HYDQmAL._SS40_.jpg']",Blue Lotus Chai,17.5,B009IVD4D2
"['Cafe Bustelo Decaf Instant Coffee - | Always Fresh | Bold Flavors |Cafe Bustelo is a rich, flavorful blend of the finest coffees in the world.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Caf&eacute; Bustelo Espresso Style Instant Decaf Coffee, 3.5 Ounce (Pack of 12)","['https://images-na.ssl-images-amazon.com/images/I/41mTjuNm%2BoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-lzSI74uL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rQbmQOlUL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Y1nCj2FvL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2B4KbRlnWL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417pMxf8wgL._SS40_.jpg']",Cafe Bustelo,73.06,B009LHVI9A
[],"Crisco Pure Vegetable Oil, 64 Ounce (Pack of 6)",[],Crisco,25.203335254139688,B009LI359A
"['Jelly Belly Licorice jelly beans in bulk. Fresh, vibrant flavor. Natural ingredients. Perfect for events like weddings. 1 pounds of Licorice flavor Jelly Belly jelly beans, bulk packaged. Approximately 400 beans per pound. All Jelly Belly jelly beans are certified OU Kosher by the Orthodox Union.', ""Sugar, corn syrup, modified food starch,contains 2% or less of the following: naturaland artificial flavors, color added (blue #2lake, yellow #6 lake), beeswax, carnauba wax,confectioner's glaze. K"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Jelly Belly Black Jelly Beans, Licorice, 1 Pound","['https://images-na.ssl-images-amazon.com/images/I/51KNs%2BXosGL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41e7QfV2ZoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41oNsYlZQuL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31zDUklE8hL._SS40_.jpg']",Jelly Belly,12.95,B009MMVGY6
"['Infused with just the right amount of sizzle, these red gems are sure to delight any lover of cinnamon. Take some home today and enjoy the heat. 1 pounds of Cinnamon flavor Jelly Belly jelly beans, bulk packaged. Approximately 400 beans per pound. Color as represented is as accurate as possible, depending on your video and/or monitor settings. All Jelly Belly jelly beans are certified OU Kosher by the Orthodox Union.', 'This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings', ""Sugar, corn syrup, modified food starch,contains 2% or less of the following: artifi-cial flavor, color added, red 40 lake, yellow5 lake, red 40, beeswax, carnauba wax, con-fectioner's glaze. K"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Jelly Belly Red Jelly Beans, Sizzling Cinnamon, 1 Pound","['https://images-na.ssl-images-amazon.com/images/I/31O3HwPJ1gL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31id%2BbzpQpL._SS40_.jpg']",Jelly Belly,11.24,B009MMVH1S
"['', '100% USDA ORGANIC MatchaDNA powdered green tea is a delicious tea with a delicate and naturally good taste. MatchaDNA is organically and sustainably grown in the pristine mountains of the Fujian province and is hand-picked. It can be made as tea, lattes, smoothies or used in foods and cooking.<br><br>Few people know that the current practice of drinking powdered tea in the Japanese tea ceremony is actually from the Song dynasty in China. It dates back to over 1,000 years ago. This practice was carried on in Japan and is now considered a pillar of Japanese culture.', '100% USDA ORGANIC - Organic Chinese Origin Powered Matcha Green Tea MONEY BACK GUARANTEE - We stand behind our products 100% and offer a 100% Money Back Guarantee. HIGH IN ANTIOXIDANTS &amp; EGCGs - Highest Antioxidant Tea Found AnywhereOVER 10X THE HEALTH BENEFITS THAN BREWED GREEN TEA - Rich in Vitamins, Nutrients, Amino Acids and EGCGs NEVER IRRADIATED - Not From Japan - USDA Organic, Swiss, EU and NOP Certified Organic BPA FREE POUCHES - Packed in Certified BPA-Free pouches', 'Today, once again high quality Matcha is being made in China. This tea has a slightly different character than its Japanese counterpart. Both teas have a deep green color and a thick, savory taste and texture. Both are high in EGCG and antioxidants. However, our Chinese MatchaDNA is smoother and it has a rich, smooth and fresh taste unlike any other. Our teas are also tested in independent laboratories for Lead and heavy metals and pass the tests with flying colors!<br><br>USDA ORGANIC &amp; SWISS CERTIFIED ORGANIC TO USA AND EU STANDARDS. 100% CERTIFIED BPA FREE POUCHES. ORDER NOW!', 'The only guaranteed CERTIFIED BPA FREE MATCHA ON EARTH.', 'CERTIFIED ORGANIC. One glass of MatchaDNA may be the equivalent of 10 glasses of green tea in terms of its nutritional value and antioxidant content', '100% Organic Chinese Origin Powered Matcha Green Tea; Never Irradiated - Not From Japan; Rich in Vitamins, Nutrients,Amino Acids and EGCG; Delicate and Naturally Sweet Taste; Highest Antioxidant Tea Found Anywhere; MONEY BACK GUARANTEE', 'Can be made as tea, as a latte or used in food. As Tea: To prepare, pre-warm the tea bowl with hot water then discard. Place 2/3 to 1 small teaspoon of Matcha in the bowl or cup. Gently pour in water (about 180F) and stir or whisk to perfection.', '*These statements have not been evaluated by the USFDA. This product is not intended to treat, cure, prevent or diagnose any disease. **ORAC Antioxidant values.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Matcha DNA Certified Organic Ceremonial Grade Matcha Green Tea 1 Ounce Tin,"['https://images-na.ssl-images-amazon.com/images/I/610VjHAaPvL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fALPULWvL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/317h5GPYRQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Bfquzh7ZL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2Br-XC67SL._SS40_.jpg']",MatchaDNA,8.73,B009PARMMA
[],Grassfed Organic Cultured Ghee 14 Oz. - Pure Indian Foods(R) Brand,"['https://images-na.ssl-images-amazon.com/images/I/41bLm06G1bL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/314sgNVE2zL._SS40_.jpg']",Pure Indian Foods,25.203335254139688,B009Q6MLCE
"[""Hadley's since 1931 thermal California\n    Pitted Dates\n    3.5 lb container\n    Each\n\nrefrigerate after opening"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Hadley Date Gardens Pitted Dates 3.5 lbs Deglet Noor,"['https://images-na.ssl-images-amazon.com/images/I/41Pb-LAgFhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yrUDf3oGL._SS40_.jpg']",Hadley,17.99,B009Z3WZAQ
"[""Lindt's exquisitely creamy snowman chocolate features a smooth milk chocolate shell with a smooth melting white chocolate center guaranteed to melt the heart of every chocolate lover. Each box contains 60 divine chocolate truffles."", 'May contain traces of peanuts / tree nuts/soy bean/milk', 'Kosher', 'Milk Chocolate [(Sugar, cocoa butter, milk, chocolate, barley malt powder, soya lecithin (emulsifier), vanillin (artificial flavoring)], vegetable oil (coconut, palm kernel), sugar, cocoa butter, milk, skim milk, soya lecithin (emulsifier),vanillin (artificial flavoring).', 'Keep cool (60-68 degrees F) and dry.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Lindt LINDOR Holiday Snowman Milk &amp; White Chocolate Truffles, Kosher, 60 Count Box","['https://images-na.ssl-images-amazon.com/images/I/51d%2Bfn%2BhY4L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51g6jaVwXBL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2B2NZXFjBL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41DDN2lLOEL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jTdKeKe2L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VzErHH7AL._SS40_.jpg']",Lindt,20.49,B009ZJHQVS
